sim,battery_power,gen,ram,px_width,px_height,price,speed,cores,bluetooth,wifi,speed_ord,cores_ord,sim_ord,bluetooth_bin,gen_2,gen_3,gen_4,cores_dual,cores_hepta,cores_hexa,cores_octa,cores_penta,cores_quad,cores_single,cores_triple,screen_LCD,screen_Touch,wifi_a,wifi_b,wifi_g,wifi_n,wifi_none,sim_Dual,sim_Single
Dual,1413,4,2973,1994,1949,1044.36,low,penta,Yes,n,1,5,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Single,559,3,2019,823,541,656.88,low,penta,Yes,b,1,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Dual,1483,2,1587,1552,361,795.58,high,hepta,Yes,none,3,7,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,860,3,1870,1463,335,606.14,medium,hepta,Yes,none,2,7,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1090,2,1352,1910,1638,891.31,medium,quad,No,none,2,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Single,686,2,570,1392,1109,517.77,low,hexa,Yes,none,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,818,3,546,510,111,535.82,medium,hexa,No,a,2,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1456,3,3624,1427,1285,1241.18,medium,triple,No,none,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Dual,774,4,2944,1731,1480,1005.89,low,dual,No,b,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,1068,4,1209,875,322,757.78,low,octa,No,none,1,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1373,4,2752,1348,1220,969.51,medium,hexa,Yes,g,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Single,1777,2,3868,616,511,880.92,high,hexa,Yes,b,3,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,594,4,3087,1263,1011,1043.43,low,penta,No,n,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Dual,1524,2,947,635,629,657.11,high,dual,No,b,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,511,3,1484,622,140,633.0,low,triple,Yes,none,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Dual,1402,3,347,1767,1081,708.27,low,hepta,Yes,n,1,7,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Single,965,3,3227,653,297,1204.08,low,octa,Yes,none,1,8,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1270,2,3299,1716,1512,853.98,high,penta,Yes,g,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Dual,919,3,1028,570,275,533.74,low,single,No,none,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Single,1963,4,714,1813,1136,802.77,medium,dual,Yes,n,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Dual,1977,2,2641,1356,1145,1281.39,medium,octa,No,none,2,8,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1881,3,1229,1553,477,777.19,medium,penta,No,none,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,683,2,2622,1985,954,761.1,low,quad,No,b,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Dual,772,2,929,1471,741,507.1,high,dual,No,a,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Single,536,4,1211,705,547,747.74,medium,triple,Yes,a,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Single,1694,3,1653,1208,1194,968.34,medium,hexa,No,none,2,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1633,4,511,906,146,871.03,medium,dual,No,none,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1371,2,3034,663,471,759.82,low,quad,No,none,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Single,551,4,1414,1916,169,673.04,high,hepta,Yes,a,3,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Single,1221,4,2438,1976,1895,1006.69,low,single,No,b,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Single,1000,2,3744,1761,1537,1106.85,low,octa,Yes,b,1,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,1986,4,1377,1520,236,694.53,high,quad,No,b,3,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Dual,1119,4,3520,915,821,843.3,low,quad,No,none,1,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Dual,1699,2,3796,1768,466,803.64,low,quad,No,n,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Single,1099,4,1699,1096,393,767.82,low,triple,No,g,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Single,1576,3,336,631,400,711.92,high,triple,No,n,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Single,950,2,1095,843,774,534.19,low,penta,Yes,none,1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1081,2,325,519,284,399.29,high,triple,Yes,a,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Single,606,4,1223,1152,465,713.36,high,quad,No,none,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Dual,502,2,1649,1810,705,504.36,medium,dual,No,none,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,957,4,1898,1682,38,739.98,low,dual,Yes,none,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1658,4,2609,739,51,1061.2,medium,penta,Yes,none,2,5,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1681,3,2265,1005,850,883.99,high,single,Yes,a,3,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Dual,1983,2,2775,676,349,646.07,low,hexa,Yes,a,1,6,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Single,1753,4,1445,1595,387,745.82,medium,hepta,No,b,2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,1632,3,2614,1623,706,1212.2,medium,quad,Yes,none,2,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Single,1949,2,356,1178,951,630.41,medium,hepta,Yes,none,2,7,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1696,2,523,772,179,468.09,medium,triple,No,b,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Dual,688,2,3745,1964,426,1417.35,high,hepta,No,none,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1104,4,1229,1413,653,856.68,medium,dual,No,n,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Single,1122,2,1402,1963,1578,1000.21,high,triple,No,none,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Dual,504,4,2085,1795,280,807.4,low,penta,Yes,none,1,5,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Single,1154,4,587,1801,251,665.97,low,hepta,No,b,1,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,1727,4,2457,1992,1463,1214.74,medium,hepta,No,g,2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,1674,4,2030,1649,1432,1198.46,high,triple,No,none,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Dual,1948,4,816,571,477,999.23,high,dual,No,none,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1218,2,1667,1746,1122,690.34,high,hepta,Yes,none,3,7,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,531,2,2958,1903,145,506.57,medium,hepta,No,none,2,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1057,3,3705,1055,416,969.89,medium,penta,No,none,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,576,2,2800,893,847,841.83,medium,octa,No,n,2,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Single,1960,2,3773,877,868,1155.9,medium,hepta,Yes,a,2,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,673,4,2050,1088,594,746.28,medium,single,Yes,none,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Dual,718,4,1754,830,518,703.76,low,single,No,g,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
Single,864,4,1904,1805,663,852.98,medium,triple,No,b,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Dual,547,3,2705,541,371,894.19,medium,penta,No,none,2,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Single,623,4,3537,1781,1749,938.91,low,octa,Yes,g,1,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,1793,3,1370,722,586,728.62,low,penta,No,n,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Dual,1720,2,1222,646,409,337.99,low,dual,Yes,none,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,812,2,3102,1309,35,998.59,low,quad,No,none,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Single,980,4,2268,1758,1008,958.17,low,hexa,Yes,none,1,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,643,4,2648,1079,442,874.98,medium,octa,No,n,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Dual,1925,4,2173,1087,983,1040.8,high,octa,No,none,3,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1408,3,3162,982,875,938.38,high,quad,Yes,none,3,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Dual,1522,3,1368,1191,952,734.49,low,single,Yes,b,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Single,587,4,2746,1361,244,815.64,high,single,Yes,b,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
Dual,1959,3,619,1055,65,524.88,low,hexa,No,a,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Dual,1872,3,724,1767,1749,909.33,low,hexa,No,g,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Single,1043,2,912,1626,716,503.0,low,triple,Yes,none,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Single,1809,3,2784,1661,433,1024.74,low,hexa,No,b,1,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,1703,4,793,521,134,915.69,low,hexa,Yes,none,1,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1095,3,560,1247,179,503.74,low,single,Yes,none,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Single,1414,2,312,1564,804,607.58,high,quad,No,b,3,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Single,1659,2,545,1515,787,701.29,high,hepta,Yes,a,3,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1540,3,1591,822,704,928.59,low,hepta,No,n,1,7,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Single,1342,4,2746,1638,991,1187.5,medium,hepta,No,none,2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1189,3,893,932,379,602.44,high,triple,Yes,none,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Single,518,4,2514,710,489,887.25,high,hexa,Yes,a,3,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1449,4,1032,1883,1518,876.08,low,single,No,a,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Dual,516,4,819,1401,855,684.05,medium,penta,No,a,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
Dual,1569,3,3672,1383,1261,902.01,low,triple,No,a,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Dual,1312,2,3833,1791,115,1025.86,low,hexa,Yes,none,1,6,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1893,2,1482,1432,1203,876.82,low,octa,Yes,none,1,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1076,2,2043,1300,545,762.2,high,penta,No,none,3,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,530,2,1229,1090,818,466.8,high,hexa,Yes,none,3,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1044,3,1816,1262,42,750.07,high,quad,Yes,g,3,4,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Single,1330,3,2166,1637,1103,810.23,medium,hepta,No,none,2,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1836,3,2469,1068,168,766.84,medium,penta,No,g,2,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Single,1741,4,2575,755,719,787.82,low,penta,Yes,n,1,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Single,1869,4,1375,874,163,816.49,high,single,No,none,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Single,1331,3,1732,1531,1162,834.24,low,triple,No,g,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
Dual,1655,4,673,1348,626,792.35,low,triple,Yes,none,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Single,605,4,2301,656,329,738.89,medium,dual,No,none,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1245,3,2676,1434,330,769.25,low,penta,Yes,none,1,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,1709,4,1781,1292,956,915.23,low,dual,Yes,none,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,846,4,2248,1983,1140,1032.23,high,quad,Yes,none,3,4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Dual,1403,3,921,1623,217,708.02,high,quad,Yes,none,3,4,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Single,688,3,391,869,271,453.94,medium,triple,Yes,b,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Dual,775,4,1719,1555,444,754.71,high,hepta,Yes,a,3,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Single,1154,4,3262,1827,1003,945.96,medium,penta,No,none,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1375,4,1947,772,227,756.73,low,dual,No,n,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,1827,2,2693,1764,253,766.39,low,hepta,Yes,g,1,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Single,1697,4,441,1046,88,866.56,low,quad,No,none,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,741,3,1886,594,334,774.29,medium,penta,No,g,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Dual,1672,4,1267,1896,1281,981.36,low,single,Yes,none,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Single,514,3,687,1320,168,535.79,low,triple,Yes,b,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Dual,1375,2,2890,1687,898,1073.06,medium,single,Yes,none,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Dual,989,4,1737,1069,46,808.57,medium,single,Yes,g,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
Dual,1510,2,887,1170,118,635.46,high,dual,Yes,none,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1266,3,398,1595,1187,585.25,high,hepta,No,a,3,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1396,2,2389,1347,1191,771.51,high,hepta,No,n,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Single,808,2,3431,1324,526,931.97,high,single,No,n,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Single,1542,2,3601,966,346,876.39,high,dual,No,none,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,745,3,2459,1538,89,763.64,low,octa,Yes,none,1,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1735,4,3230,846,137,1114.08,medium,hexa,Yes,none,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,586,3,3646,1389,1226,1054.29,low,dual,No,g,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dual,1341,2,2200,574,473,740.54,medium,octa,Yes,none,2,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,781,2,3862,607,368,747.67,medium,dual,Yes,none,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,501,2,3077,1636,239,609.16,low,hexa,Yes,none,1,6,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1224,4,621,709,622,671.23,medium,dual,Yes,b,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,1970,4,2372,882,654,1322.01,medium,octa,No,none,2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,618,4,2574,1781,853,1153.33,medium,dual,Yes,none,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1537,4,2857,1305,686,1308.92,high,quad,No,a,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Single,1018,2,3143,1433,992,653.4,medium,octa,No,none,2,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1545,4,3197,1352,115,1140.1,medium,penta,No,g,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Single,1871,4,2727,1966,275,1200.71,medium,octa,No,none,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1729,3,1519,1178,461,834.46,medium,single,Yes,n,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Dual,680,4,2438,1500,1428,1152.97,medium,triple,Yes,none,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Single,1106,3,2674,1212,614,553.35,medium,triple,Yes,b,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Dual,635,4,2107,989,193,644.49,low,penta,Yes,none,1,5,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Single,618,2,2262,1602,1105,598.2,low,single,No,none,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,1671,3,815,1263,398,711.33,low,octa,No,b,1,8,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,1562,4,2829,728,480,1087.02,medium,hepta,Yes,g,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dual,1975,2,3022,1607,775,853.64,medium,single,Yes,a,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
Single,831,4,2573,1490,1482,866.34,low,octa,Yes,a,1,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Dual,1524,3,2678,550,154,980.74,medium,quad,Yes,a,2,4,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
Dual,1528,4,1282,1762,454,662.94,medium,penta,Yes,a,2,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
Dual,1447,2,568,1455,737,679.39,high,octa,Yes,none,3,8,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1344,3,2074,556,419,828.49,medium,single,No,none,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,564,3,2227,1737,853,847.14,high,dual,No,g,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Dual,921,2,1080,1229,1211,625.17,low,dual,No,a,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1413,2,2867,1606,314,665.93,medium,hexa,Yes,none,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,831,3,1075,1239,172,653.93,high,hexa,No,none,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,802,2,3063,734,527,904.13,low,penta,No,none,1,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Single,1923,3,2479,1264,874,809.08,medium,quad,No,none,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1193,3,2394,864,674,895.16,high,triple,Yes,none,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Dual,904,4,2814,1014,657,813.23,medium,triple,Yes,none,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Single,1285,4,2094,500,475,1023.03,high,hepta,No,none,3,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1635,4,2315,1411,1209,962.15,high,quad,No,none,3,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Dual,1923,4,2519,525,15,915.14,medium,quad,No,g,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Dual,1851,4,735,1967,293,711.76,medium,hexa,Yes,n,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Single,727,4,1891,1377,813,842.94,medium,hepta,Yes,b,2,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,1396,4,1386,1843,173,619.93,medium,hexa,No,b,2,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,877,4,3260,652,457,943.89,medium,single,No,none,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Single,696,4,2022,797,533,725.71,high,triple,Yes,n,3,3,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Dual,1009,2,1716,1043,912,816.63,medium,octa,Yes,none,2,8,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1526,4,3317,1418,798,1160.48,medium,penta,No,a,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
Dual,987,3,1454,565,412,700.42,medium,hepta,No,none,2,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1414,4,2290,887,130,713.33,medium,quad,Yes,none,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Single,1732,2,3940,656,201,908.53,low,penta,No,g,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Single,1587,3,461,874,299,671.0,low,octa,Yes,a,1,8,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Single,1097,4,2219,1352,1277,1132.76,low,hepta,No,g,1,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,504,3,470,1195,626,550.59,high,triple,No,none,3,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Single,1159,4,2495,751,378,911.17,high,octa,No,a,3,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Single,1910,3,2944,639,333,886.92,medium,hepta,No,a,2,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,865,3,2361,1804,805,870.25,medium,triple,No,b,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
